frame,x1,y1,x2,y2,prob
frame_00000.jpg,38,1,160,169,0.9999735355377197
frame_00003.jpg,52,-5,168,157,0.9999914169311523
frame_00004.jpg,48,-7,169,160,0.9997208714485168
frame_00006.jpg,47,-3,168,163,0.9996805191040039
frame_00007.jpg,49,-1,167,162,0.9999305009841919
frame_00009.jpg,49,0,166,160,0.9998332262039185
frame_00012.jpg,47,-3,167,160,0.999863862991333
frame_00014.jpg,47,-2,165,157,0.9999823570251465
frame_00019.jpg,45,-2,164,161,0.9999936819076538
frame_00024.jpg,53,-3,169,158,0.9999338388442993
frame_00027.jpg,49,-8,168,156,0.9999994039535522
frame_00030.jpg,44,0,165,164,0.9999856948852539
frame_00031.jpg,49,5,166,159,0.9999997615814209
frame_00033.jpg,46,-11,167,157,0.9999970197677612
frame_00034.jpg,48,-13,169,157,0.9999994039535522
frame_00036.jpg,52,-11,171,157,0.9998766183853149
frame_00037.jpg,68,5,178,155,0.9998952150344849
frame_00039.jpg,71,5,193,164,0.9997395873069763
frame_00040.jpg,66,4,180,162,0.999913215637207
frame_00042.jpg,60,-14,187,160,0.9995073080062866
frame_00045.jpg,61,-9,179,155,0.9999775886535645
frame_00047.jpg,56,-1,175,165,0.9999902248382568
frame_00048.jpg,54,-1,172,159,0.999998927116394
frame_00049.jpg,52,-3,170,161,0.999996542930603
frame_00050.jpg,58,-4,174,164,0.9999661445617676
frame_00051.jpg,56,-7,174,159,0.9999982118606567
frame_00053.jpg,56,-7,176,158,0.9999986886978149
frame_00056.jpg,54,-7,174,158,0.9999998807907104
frame_00058.jpg,62,-10,181,154,0.9999991655349731
frame_00059.jpg,56,-4,175,156,0.9999990463256836
frame_00062.jpg,56,-3,173,155,0.9999997615814209
frame_00064.jpg,59,-5,172,155,0.9999986886978149
frame_00065.jpg,56,-7,171,156,0.9999973773956299
frame_00066.jpg,58,-2,170,158,0.9999982118606567
frame_00068.jpg,52,-8,175,151,0.9999992847442627
frame_00072.jpg,50,-2,171,156,0.9999996423721313
frame_00076.jpg,51,-2,165,158,0.9999998807907104
frame_00079.jpg,49,-3,166,160,0.9999988079071045
frame_00083.jpg,55,3,170,157,0.9999997615814209
frame_00085.jpg,57,1,169,155,0.9999998807907104
frame_00086.jpg,58,0,170,156,0.9999997615814209
frame_00090.jpg,50,-8,173,156,0.9999886751174927
frame_00091.jpg,50,-8,173,158,0.9999405145645142
frame_00093.jpg,47,-9,168,155,0.9999871253967285
frame_00095.jpg,45,-4,164,161,0.9999980926513672
frame_00097.jpg,53,0,164,148,0.9999996423721313
frame_00099.jpg,44,-11,162,152,0.9999992847442627
frame_00101.jpg,46,-9,164,152,0.9999998807907104
frame_00102.jpg,42,-8,158,155,0.999998927116394
frame_00104.jpg,47,-4,159,153,0.9999995231628418
frame_00105.jpg,45,-5,162,152,1.0
frame_00107.jpg,38,-8,160,158,0.9999978542327881
frame_00108.jpg,55,0,168,153,0.9999977350234985
frame_00110.jpg,55,0,170,158,0.9999986886978149
frame_00112.jpg,58,0,171,153,0.9999783039093018
frame_00114.jpg,60,-1,178,156,0.9999858140945435
frame_00116.jpg,61,-4,179,159,0.9999784231185913
frame_00120.jpg,63,-1,179,158,0.9999990463256836
frame_00122.jpg,54,-5,174,155,0.9999998807907104
frame_00123.jpg,62,-1,177,158,0.9999991655349731
frame_00125.jpg,58,-9,178,156,0.9999793767929077
frame_00127.jpg,60,-7,179,158,0.9999984502792358
frame_00128.jpg,58,-9,176,152,0.9999990463256836
frame_00130.jpg,55,-7,172,158,0.9999995231628418
frame_00133.jpg,53,-10,173,151,0.999998927116394
frame_00136.jpg,54,-5,170,157,0.9999977350234985
frame_00139.jpg,45,-10,164,155,0.9999988079071045
frame_00142.jpg,46,-8,164,152,0.9999961853027344
frame_00145.jpg,48,-10,163,154,0.9999462366104126
