frame,x1,y1,x2,y2,prob
frame_00000.jpg,55,-7,174,156,0.9999922513961792
frame_00001.jpg,54,-9,172,149,0.9999861717224121
frame_00006.jpg,52,-13,173,155,0.9999815225601196
frame_00008.jpg,55,-11,175,151,0.9999675750732422
frame_00012.jpg,54,-5,171,155,0.999681830406189
frame_00015.jpg,55,-6,169,153,0.9999819993972778
frame_00018.jpg,55,-30,181,159,0.9994925260543823
frame_00020.jpg,58,-13,174,158,0.9994801878929138
frame_00023.jpg,55,-8,166,153,0.9999852180480957
frame_00024.jpg,55,-7,166,153,0.9999799728393555
frame_00026.jpg,56,-10,167,157,0.9974573254585266
frame_00028.jpg,52,-17,176,158,0.9999291896820068
