frame,x1,y1,x2,y2,prob
frame_00000.jpg,52,-5,173,159,0.9999923706054688
frame_00005.jpg,48,-2,169,156,0.999931812286377
frame_00006.jpg,49,-2,170,153,0.999994158744812
frame_00008.jpg,46,-14,172,155,0.9999759197235107
frame_00009.jpg,44,-10,171,153,0.9999817609786987
frame_00011.jpg,47,-5,169,152,0.9999444484710693
frame_00013.jpg,53,-3,168,154,0.9999418258666992
frame_00018.jpg,56,-3,170,153,0.9998419284820557
frame_00022.jpg,49,-9,171,152,0.9999369382858276
frame_00025.jpg,50,-6,170,156,0.9999942779541016
frame_00026.jpg,53,-7,172,153,0.9999897480010986
frame_00027.jpg,47,-14,169,151,0.9999912977218628
frame_00029.jpg,48,-6,171,149,0.9999959468841553
frame_00031.jpg,45,-15,173,155,0.9999963045120239
frame_00034.jpg,51,-6,171,153,0.9999836683273315
