frame,x1,y1,x2,y2,prob
frame_00000.jpg,49,-15,173,153,0.9999967813491821
frame_00002.jpg,52,-19,170,147,0.9999964237213135
frame_00006.jpg,54,-7,169,148,0.9999915361404419
frame_00008.jpg,48,-22,166,148,0.9999516010284424
frame_00010.jpg,51,-7,170,150,0.9999990463256836
frame_00016.jpg,54,-4,166,149,0.9999078512191772
frame_00018.jpg,52,-2,170,157,0.9999998807907104
frame_00021.jpg,51,-13,172,152,0.9999990463256836
frame_00025.jpg,50,-4,168,157,0.9999992847442627
frame_00027.jpg,49,-1,168,159,0.9999998807907104
frame_00028.jpg,50,0,168,159,0.9999997615814209
frame_00029.jpg,52,-5,166,149,0.9999768733978271
frame_00031.jpg,51,-5,170,150,0.9999997615814209
frame_00036.jpg,51,-13,167,151,0.9999769926071167
frame_00040.jpg,48,-1,168,153,0.9999998807907104
frame_00047.jpg,57,0,167,151,0.9999264478683472
frame_00048.jpg,55,-3,167,153,0.9999966621398926
frame_00051.jpg,50,-6,169,149,0.9999995231628418
frame_00057.jpg,52,0,163,150,0.9999814033508301
frame_00060.jpg,49,-4,169,156,0.9999996423721313
