frame,x1,y1,x2,y2,prob
frame_00000.jpg,47,-1,166,150,0.9999885559082031
frame_00006.jpg,46,-7,171,157,0.9999942779541016
frame_00007.jpg,53,-30,173,141,0.9996932744979858
frame_00008.jpg,47,-7,167,156,0.9999866485595703
frame_00011.jpg,43,-7,166,159,0.999991774559021
frame_00014.jpg,53,-2,168,154,0.9997403025627136
frame_00021.jpg,47,-28,178,157,0.9999810457229614
frame_00023.jpg,44,-7,171,160,0.9999961853027344
frame_00025.jpg,42,-2,168,158,0.9999991655349731
frame_00026.jpg,43,-5,170,156,0.9999978542327881
frame_00028.jpg,47,-5,167,155,0.9999504089355469
frame_00029.jpg,43,-5,170,158,0.9999986886978149
frame_00031.jpg,43,-2,168,157,0.9999980926513672
frame_00032.jpg,40,-22,176,157,0.9999769926071167
frame_00034.jpg,42,-5,174,162,0.9999649524688721
frame_00036.jpg,38,-16,175,160,0.9997395873069763
frame_00038.jpg,39,-23,181,162,0.9998805522918701
frame_00039.jpg,37,-21,180,162,0.9998432397842407
frame_00041.jpg,34,-27,174,149,0.9998823404312134
frame_00043.jpg,42,-10,178,162,0.999858021736145
frame_00047.jpg,39,-20,175,155,0.9999246597290039
frame_00050.jpg,35,-11,177,165,0.9999172687530518
frame_00052.jpg,41,-20,181,161,0.9998925924301147
frame_00053.jpg,48,-14,175,154,0.99985671043396
frame_00054.jpg,51,-11,175,151,0.9999120235443115
frame_00057.jpg,49,-5,171,152,0.9999396800994873
frame_00059.jpg,47,0,171,153,0.9999997615814209
frame_00060.jpg,47,-8,173,151,0.9999874830245972
frame_00065.jpg,43,-7,170,160,0.9999474287033081
frame_00070.jpg,47,-8,174,156,0.9999923706054688
frame_00072.jpg,47,-10,178,159,0.9999674558639526
frame_00074.jpg,45,-6,170,159,0.9999831914901733
frame_00076.jpg,46,-17,180,159,0.9999911785125732
frame_00078.jpg,45,-17,179,160,0.9999858140945435
frame_00080.jpg,50,-4,176,158,0.9999809265136719
frame_00083.jpg,51,-5,174,161,0.9999140501022339
frame_00085.jpg,50,-13,180,165,0.9997747540473938
frame_00087.jpg,54,-6,173,160,0.9997819066047668
frame_00090.jpg,52,-11,173,149,0.9999760389328003
frame_00093.jpg,47,-12,169,153,0.9998173117637634
frame_00097.jpg,50,-8,173,153,0.999957799911499
frame_00099.jpg,52,-5,176,160,0.9998942613601685
frame_00106.jpg,43,-11,170,157,0.9999898672103882
frame_00107.jpg,43,-13,170,153,0.9999951124191284
frame_00109.jpg,46,-27,178,155,0.9999861717224121
