frame,x1,y1,x2,y2,prob
frame_00000.jpg,39,-8,167,151,0.9999896287918091
frame_00006.jpg,50,-6,169,147,0.9999997615814209
frame_00011.jpg,40,-11,173,155,0.999996542930603
frame_00017.jpg,41,-25,172,147,0.9999914169311523
frame_00023.jpg,37,-21,170,153,0.9999982118606567
frame_00027.jpg,36,-22,170,150,0.9999991655349731
frame_00042.jpg,47,-31,181,155,0.9999990463256836
frame_00044.jpg,46,-29,180,152,0.9999997615814209
frame_00052.jpg,42,-29,179,159,0.9999995231628418
frame_00054.jpg,39,-33,177,159,0.999997615814209
frame_00060.jpg,41,-29,170,152,0.9999996423721313
frame_00070.jpg,40,-24,171,148,0.9999995231628418
frame_00075.jpg,37,-23,168,154,0.999996542930603
