frame,x1,y1,x2,y2,prob
frame_00000.jpg,54,-10,174,158,0.9999409914016724
frame_00002.jpg,56,-3,174,160,0.9999992847442627
frame_00003.jpg,53,-3,171,161,0.999864935874939
frame_00004.jpg,52,-7,170,163,0.9998158812522888
frame_00007.jpg,48,-5,165,155,0.9999978542327881
frame_00009.jpg,40,-10,162,154,0.999995231628418
frame_00010.jpg,43,-18,165,153,0.9999949932098389
frame_00011.jpg,48,-24,172,146,0.999994158744812
frame_00012.jpg,53,-15,177,151,0.9999998807907104
frame_00013.jpg,54,-9,176,150,0.9999996423721313
frame_00015.jpg,52,2,171,156,0.9999998807907104
frame_00016.jpg,47,-8,172,163,0.9999916553497314
frame_00017.jpg,47,-1,168,158,0.9999998807907104
frame_00020.jpg,49,-14,168,155,0.9999760389328003
frame_00021.jpg,51,-8,169,155,0.9999998807907104
frame_00022.jpg,45,-7,164,155,0.9999996423721313
frame_00023.jpg,50,-8,170,158,0.9999909400939941
frame_00025.jpg,53,-14,173,154,0.9999988079071045
frame_00026.jpg,51,-5,167,153,0.9999996423721313
frame_00027.jpg,53,-7,172,156,0.999962329864502
frame_00028.jpg,51,-14,171,155,0.9998862743377686
frame_00029.jpg,52,-9,169,155,0.9999806880950928
frame_00031.jpg,53,-10,171,159,0.9999873638153076
frame_00033.jpg,56,-4,171,155,0.9999983310699463
frame_00035.jpg,60,-4,169,150,0.9999970197677612
frame_00036.jpg,49,-1,168,157,0.9999994039535522
frame_00037.jpg,55,-1,171,159,0.9998562335968018
frame_00038.jpg,55,-11,173,162,0.999958872795105
frame_00039.jpg,55,-14,173,161,0.9999626874923706
frame_00041.jpg,53,-10,171,157,0.9999663829803467
frame_00042.jpg,52,-12,168,156,0.9999566078186035
frame_00043.jpg,52,-9,172,159,0.9999969005584717
frame_00045.jpg,56,-7,174,160,0.9999790191650391
frame_00047.jpg,55,-20,179,157,0.9999809265136719
frame_00048.jpg,52,-13,174,155,0.9999659061431885
frame_00049.jpg,47,-18,170,155,0.9999618530273438
frame_00051.jpg,49,-11,173,158,0.9999852180480957
frame_00053.jpg,49,-7,169,160,0.9999784231185913
frame_00054.jpg,48,-3,166,153,0.9999305009841919
frame_00057.jpg,56,-2,168,155,0.9999916553497314
frame_00058.jpg,52,-2,166,158,0.9999723434448242
frame_00059.jpg,57,-1,166,156,0.9999301433563232
frame_00060.jpg,56,0,164,156,0.9998807907104492
frame_00062.jpg,54,2,162,158,0.9999505281448364
frame_00063.jpg,54,-4,159,162,0.9987578392028809
frame_00064.jpg,54,0,169,162,0.9999418258666992
frame_00066.jpg,69,-3,172,153,0.9992818236351013
frame_00067.jpg,68,0,175,165,0.9963880777359009
frame_00069.jpg,62,0,173,158,0.9995388984680176
frame_00070.jpg,60,-4,175,158,0.9999667406082153
frame_00072.jpg,51,0,167,152,0.9999814033508301
frame_00073.jpg,43,-9,166,150,0.9999858140945435
frame_00074.jpg,43,-10,165,155,0.9999849796295166
frame_00075.jpg,44,-6,167,152,0.9999667406082153
frame_00076.jpg,49,-5,170,155,0.9999788999557495
frame_00077.jpg,52,-4,173,156,0.9999858140945435
frame_00078.jpg,59,2,175,154,0.9999984502792358
frame_00081.jpg,60,-7,180,159,0.9997721314430237
frame_00084.jpg,51,-3,174,157,0.9999877214431763
frame_00086.jpg,51,-2,171,153,0.999992847442627
frame_00088.jpg,53,-3,174,157,0.9999918937683105
