frame,x1,y1,x2,y2,prob
frame_00000.jpg,54,-1,168,148,0.9999791383743286
frame_00002.jpg,53,-3,168,146,0.999997615814209
frame_00003.jpg,50,0,171,156,0.9999690055847168
frame_00007.jpg,49,-4,170,151,0.9999992847442627
frame_00008.jpg,50,-10,171,149,0.9999995231628418
frame_00009.jpg,50,-15,174,147,0.9999990463256836
frame_00014.jpg,49,-1,171,151,0.9999994039535522
frame_00016.jpg,50,-6,171,149,0.999991774559021
frame_00017.jpg,54,3,170,145,0.9999988079071045
frame_00020.jpg,56,0,173,148,0.9999997615814209
frame_00022.jpg,56,4,170,148,0.9999992847442627
frame_00025.jpg,49,-6,170,148,0.99998939037323
frame_00029.jpg,52,-1,168,149,0.999988317489624
frame_00031.jpg,56,1,169,146,0.9999979734420776
frame_00037.jpg,50,-24,170,147,0.9999973773956299
frame_00038.jpg,52,-7,171,150,0.999998927116394
frame_00041.jpg,46,-25,172,153,0.9999938011169434
frame_00043.jpg,56,-6,174,152,0.9999988079071045
frame_00045.jpg,47,-13,174,150,0.9999998807907104
frame_00047.jpg,50,-14,178,147,0.9999974966049194
frame_00053.jpg,51,-10,170,147,0.9999935626983643
frame_00055.jpg,51,-11,172,154,0.9999523162841797
frame_00062.jpg,53,0,169,147,0.9999985694885254
frame_00063.jpg,52,-4,171,149,0.9999973773956299
frame_00064.jpg,52,-4,171,152,0.9999972581863403
frame_00068.jpg,52,-4,168,150,0.9999791383743286
