frame,x1,y1,x2,y2,prob
frame_00000.jpg,48,-23,183,154,0.9999725818634033
frame_00001.jpg,53,-7,177,164,0.9999858140945435
frame_00002.jpg,50,-8,177,162,0.9999998807907104
frame_00003.jpg,48,-23,182,160,0.9999972581863403
frame_00004.jpg,48,-16,182,159,0.9999985694885254
frame_00005.jpg,48,-23,182,158,0.9999936819076538
frame_00006.jpg,48,-14,181,159,0.999976396560669
frame_00007.jpg,49,-16,182,156,0.9999358654022217
frame_00008.jpg,54,-4,176,152,0.9999994039535522
frame_00009.jpg,52,-5,175,152,0.9999994039535522
frame_00010.jpg,54,-3,172,156,0.9999997615814209
frame_00011.jpg,44,-16,173,160,0.9998929500579834
frame_00013.jpg,46,-8,172,154,0.9999915361404419
frame_00014.jpg,44,-13,171,160,0.9999897480010986
frame_00015.jpg,46,-5,171,167,0.9999915361404419
frame_00019.jpg,45,-10,173,157,0.9999775886535645
frame_00020.jpg,42,-17,175,160,0.9999643564224243
frame_00021.jpg,45,-11,173,158,0.9999982118606567
frame_00023.jpg,46,-9,173,156,0.9999967813491821
frame_00024.jpg,44,-10,173,160,0.9999035596847534
frame_00025.jpg,43,-16,173,158,0.9999908208847046
frame_00027.jpg,41,-16,172,162,0.9997950196266174
frame_00028.jpg,40,-15,172,160,0.999723494052887
frame_00030.jpg,46,-6,171,159,0.9999967813491821
frame_00031.jpg,44,-10,171,155,0.9999986886978149
frame_00033.jpg,44,-7,172,164,0.9997105002403259
frame_00034.jpg,46,-8,173,158,0.9999964237213135
frame_00035.jpg,49,-7,173,155,0.9999953508377075
frame_00036.jpg,46,-15,172,153,0.9999902248382568
frame_00037.jpg,45,-17,172,153,0.999993085861206
frame_00038.jpg,45,-16,172,159,0.9999289512634277
frame_00039.jpg,46,-6,173,167,0.9998795986175537
frame_00040.jpg,46,-6,172,159,0.999990701675415
frame_00042.jpg,48,-11,170,155,0.9995447993278503
frame_00043.jpg,47,-6,170,161,0.9995206594467163
frame_00044.jpg,46,-8,167,157,0.9999005794525146
frame_00045.jpg,47,-11,169,158,0.9999051094055176
frame_00046.jpg,46,-8,169,161,0.999990701675415
frame_00047.jpg,47,-8,171,162,0.9999966621398926
frame_00048.jpg,46,-7,169,164,0.9999465942382812
frame_00049.jpg,47,-4,169,166,0.9998966455459595
frame_00051.jpg,49,-8,171,150,0.9999938011169434
frame_00052.jpg,46,-12,173,159,0.9999973773956299
frame_00054.jpg,46,-11,173,162,0.9998214840888977
frame_00055.jpg,48,-17,177,152,0.9999960660934448
frame_00056.jpg,51,-14,179,157,0.9999922513961792
frame_00059.jpg,48,-13,178,158,0.9999946355819702
frame_00061.jpg,40,-17,174,161,0.9999903440475464
frame_00063.jpg,45,-8,172,153,0.9999567270278931
frame_00067.jpg,44,-10,170,157,0.9999417066574097
frame_00068.jpg,48,-13,173,157,0.9998353719711304
frame_00070.jpg,50,-9,172,155,0.9999030828475952
frame_00071.jpg,48,-6,172,158,0.9998887777328491
frame_00073.jpg,46,-7,170,161,0.9995146989822388
frame_00074.jpg,50,-6,171,159,0.9990130662918091
frame_00075.jpg,45,-9,175,169,0.9997794032096863
frame_00078.jpg,44,-20,169,163,0.9999263286590576
frame_00079.jpg,45,-5,172,165,0.9999457597732544
frame_00081.jpg,51,-10,179,165,0.9999837875366211
