frame,x1,y1,x2,y2,prob
frame_00000.jpg,47,-5,171,160,0.9999983310699463
frame_00002.jpg,52,-4,173,158,0.9999998807907104
frame_00006.jpg,50,-3,168,161,0.9999808073043823
frame_00008.jpg,50,-5,174,158,0.9999936819076538
frame_00011.jpg,55,4,170,164,0.9999463558197021
frame_00013.jpg,51,4,167,157,0.9999923706054688
frame_00017.jpg,50,-4,172,158,0.9999935626983643
frame_00018.jpg,50,-2,170,158,0.9999850988388062
frame_00020.jpg,51,1,167,159,0.9999802112579346
frame_00021.jpg,45,0,163,164,0.9999947547912598
frame_00022.jpg,49,0,167,164,0.9999176263809204
frame_00023.jpg,50,-3,171,162,0.9999876022338867
frame_00025.jpg,49,1,167,163,0.9999760389328003
frame_00028.jpg,54,-4,172,157,0.999997615814209
frame_00030.jpg,54,-1,175,158,0.9999996423721313
frame_00035.jpg,50,5,170,162,0.9999997615814209
frame_00036.jpg,53,-4,173,163,0.9999911785125732
frame_00039.jpg,52,1,170,163,0.9999924898147583
frame_00040.jpg,50,-1,170,169,0.9999905824661255
frame_00043.jpg,52,-2,173,160,0.9999926090240479
frame_00044.jpg,51,-1,171,161,0.9999891519546509
frame_00046.jpg,53,-1,171,162,0.9999465942382812
frame_00050.jpg,52,-1,170,159,0.999954342842102
frame_00052.jpg,50,-8,173,158,0.9999840259552002
frame_00054.jpg,49,-6,169,154,0.9999935626983643
frame_00058.jpg,49,-6,171,155,0.9999997615814209
frame_00061.jpg,48,-7,171,157,0.999994158744812
frame_00064.jpg,48,-3,169,162,0.9999996423721313
