frame,x1,y1,x2,y2,prob
frame_00000.jpg,39,-7,171,163,0.9999711513519287
frame_00001.jpg,41,-14,171,157,0.9999475479125977
frame_00002.jpg,43,-12,172,155,0.9999721050262451
frame_00003.jpg,45,-19,177,156,0.9999487400054932
frame_00005.jpg,42,-23,182,157,0.9999867677688599
frame_00006.jpg,47,-9,173,153,0.9999879598617554
frame_00008.jpg,46,-19,174,158,0.9997000694274902
frame_00009.jpg,48,-13,176,162,0.9999767541885376
frame_00010.jpg,47,-21,180,163,0.9999990463256836
frame_00012.jpg,49,-29,186,159,0.9999788999557495
frame_00014.jpg,53,-5,177,163,0.9999783039093018
frame_00015.jpg,51,-5,178,164,0.999991774559021
frame_00017.jpg,48,-13,173,160,0.9999926090240479
frame_00019.jpg,47,-12,173,162,0.9999961853027344
frame_00020.jpg,41,-6,171,162,0.9999996423721313
frame_00021.jpg,46,-19,172,157,0.9999687671661377
frame_00022.jpg,49,-4,173,163,0.9999966621398926
frame_00023.jpg,49,-19,175,153,0.9999576807022095
frame_00024.jpg,48,-10,175,161,0.999941349029541
frame_00025.jpg,52,-4,173,160,0.9999918937683105
frame_00026.jpg,52,-8,178,163,0.9999964237213135
frame_00027.jpg,52,-4,173,157,0.9999980926513672
frame_00028.jpg,52,-11,175,154,0.9997828602790833
frame_00029.jpg,52,-12,175,153,0.9998389482498169
frame_00031.jpg,46,-19,178,153,0.9999849796295166
frame_00032.jpg,45,-20,180,154,0.9999761581420898
frame_00033.jpg,48,-10,175,153,0.9999905824661255
frame_00035.jpg,46,-2,169,154,0.9999908208847046
frame_00037.jpg,43,-14,174,159,0.9999740123748779
frame_00038.jpg,37,-9,168,163,0.9999994039535522
frame_00039.jpg,42,-19,175,157,0.9999982118606567
frame_00040.jpg,42,2,168,159,0.9999904632568359
frame_00042.jpg,45,-19,176,157,0.9999849796295166
frame_00044.jpg,55,-4,181,163,0.9999682903289795
frame_00045.jpg,56,-2,178,161,0.999894380569458
frame_00046.jpg,52,-14,179,158,0.9996529817581177
frame_00049.jpg,51,-4,173,164,0.9999935626983643
frame_00051.jpg,49,-12,177,165,0.9999735355377197
frame_00053.jpg,53,-7,177,166,0.9999641180038452
frame_00054.jpg,49,-13,176,166,0.999994158744812
frame_00055.jpg,52,-8,181,165,0.9999852180480957
frame_00056.jpg,51,-20,177,159,0.99996018409729
frame_00057.jpg,44,-18,170,158,0.9999213218688965
frame_00058.jpg,41,-24,170,157,0.9998992681503296
frame_00059.jpg,43,-11,168,157,0.9999431371688843
frame_00060.jpg,48,-8,167,154,0.9997687935829163
frame_00061.jpg,45,-7,170,160,0.9999740123748779
frame_00063.jpg,48,-4,169,159,0.999947190284729
frame_00064.jpg,55,-4,173,156,0.9998997449874878
frame_00065.jpg,54,-8,177,166,0.99969482421875
frame_00069.jpg,49,-3,171,155,0.9998854398727417
frame_00070.jpg,51,-4,171,153,0.9999046325683594
frame_00071.jpg,53,-4,174,155,0.999940037727356
frame_00072.jpg,51,-7,179,158,0.9999270439147949
frame_00075.jpg,50,-5,174,157,0.9999184608459473
frame_00077.jpg,52,-5,172,155,0.9998780488967896
frame_00078.jpg,46,-7,174,162,0.9999773502349854
frame_00080.jpg,50,-17,178,152,0.999997615814209
frame_00082.jpg,50,-3,176,158,0.9999964237213135
frame_00085.jpg,46,-11,173,156,0.9998321533203125
frame_00087.jpg,57,-7,182,162,0.9999617338180542
frame_00089.jpg,64,-30,201,167,0.9999966621398926
frame_00090.jpg,55,-32,195,171,0.999994158744812
frame_00091.jpg,59,-30,190,148,0.998007595539093
frame_00092.jpg,53,-28,184,150,0.9994581341743469
frame_00093.jpg,51,-9,172,152,0.999188244342804
frame_00096.jpg,41,-16,173,157,0.9995864033699036
frame_00097.jpg,44,-15,174,156,0.999614953994751
frame_00099.jpg,38,-26,185,153,0.9999210834503174
frame_00100.jpg,46,-5,178,163,0.9999943971633911
frame_00102.jpg,37,0,167,163,0.9999630451202393
frame_00103.jpg,46,1,172,157,0.9999994039535522
frame_00104.jpg,46,0,173,158,0.9999922513961792
frame_00105.jpg,38,7,165,165,0.9999103546142578
frame_00107.jpg,38,6,160,161,0.9999759197235107
frame_00108.jpg,37,2,159,161,0.9999884366989136
frame_00110.jpg,51,-1,170,149,0.9998620748519897
frame_00111.jpg,51,-7,176,159,0.999930739402771
frame_00112.jpg,52,-4,174,155,0.9997792840003967
frame_00113.jpg,52,-5,175,158,0.9998610019683838
frame_00114.jpg,51,0,169,158,0.9999393224716187
frame_00116.jpg,53,0,169,156,0.9999449253082275
frame_00117.jpg,52,-3,173,164,0.9997259974479675
frame_00118.jpg,47,-9,175,163,0.9999545812606812
frame_00119.jpg,45,-3,168,158,0.999946117401123
frame_00120.jpg,50,-6,173,157,0.9996391534805298
frame_00121.jpg,52,-3,172,160,0.9988740086555481
frame_00123.jpg,54,-10,182,162,0.9987824559211731
frame_00125.jpg,49,-13,178,158,0.9997962117195129
frame_00127.jpg,52,-13,176,152,0.9998433589935303
frame_00129.jpg,46,-23,175,148,0.9999812841415405
frame_00132.jpg,44,-21,173,148,0.9999843835830688
