video_uid,video_id,true_label,split,sync_score
FAKE__id00020,id00020,1,train,0.661270260810852
FAKE__id00021,id00021,1,train,0.680044412612915
FAKE__id00032,id00032,1,train,0.6531232595443726
FAKE__id00033,id00033,1,train,0.6566834449768066
FAKE__id00042,id00042,1,train,0.6631565093994141
FAKE__id00043,id00043,1,train,0.6451407670974731
FAKE__id00049,id00049,1,train,0.641868531703949
FAKE__id00056,id00056,1,train,0.6429438591003418
FAKE__id00060,id00060,1,train,0.6598021984100342
FAKE__id00063,id00063,1,train,0.6353623867034912
FAKE__id00068,id00068,1,train,0.6604280471801758
FAKE__id00071,id00071,1,train,0.6510040760040283
FAKE__id00080,id00080,1,train,0.6636583805084229
FAKE__id00082,id00082,1,train,0.6467364430427551
FAKE__id00097,id00097,1,train,0.6602124571800232
FAKE__id00098,id00098,1,train,0.665418267250061
FAKE__id00100,id00100,1,train,0.6668320298194885
FAKE__id00103,id00103,1,train,0.6492020487785339
FAKE__id00126,id00126,1,train,0.6518187522888184
FAKE__id00137,id00137,1,train,0.6525850296020508
FAKE__id00145,id00145,1,train,0.6339451670646667
FAKE__id00149,id00149,1,train,0.6672375202178955
FAKE__id00169,id00169,1,train,0.6555194854736328
FAKE__id00171,id00171,1,train,0.6416976451873779
FAKE__id00173,id00173,1,train,0.6493237614631653
FAKE__id00180,id00180,1,train,0.6612326502799988
FAKE__id00185,id00185,1,train,0.6441885232925415
FAKE__id00187,id00187,1,train,0.6649500131607056
FAKE__id00188,id00188,1,train,0.6659128665924072
FAKE__id00190,id00190,1,train,0.6581631302833557
FAKE__id00192,id00192,1,train,0.645900309085846
FAKE__id00231,id00231,1,train,0.6336095333099365
FAKE__id00232,id00232,1,train,0.6563032865524292
FAKE__id00234,id00234,1,train,0.6578484773635864
FAKE__id00241,id00241,1,train,0.620686411857605
FAKE__id00253,id00253,1,train,0.6537219882011414
FAKE__id00262,id00262,1,train,0.6273157000541687
FAKE__id00264,id00264,1,train,0.6612502336502075
FAKE__id00265,id00265,1,train,0.6580145955085754
FAKE__id00266,id00266,1,train,0.6523458957672119
FAKE__id00271,id00271,1,train,0.6638970375061035
FAKE__id00272,id00272,1,train,0.6518691182136536
FAKE__id00282,id00282,1,train,0.6184263825416565
FAKE__id00287,id00287,1,train,0.6598612070083618
FAKE__id00291,id00291,1,train,0.6676743626594543
FAKE__id00292,id00292,1,train,0.65080726146698
FAKE__id00305,id00305,1,train,0.6645282506942749
FAKE__id00306,id00306,1,train,0.6507472991943359
FAKE__id00325,id00325,1,train,0.6635134220123291
FAKE__id00328,id00328,1,train,0.6684644222259521
FAKE__id00332,id00332,1,train,0.6435054540634155
FAKE__id00345,id00345,1,train,0.6268996000289917
FAKE__id00350,id00350,1,train,0.6599642038345337
FAKE__id00358,id00358,1,train,0.6193697452545166
FAKE__id00363,id00363,1,train,0.6477471590042114
FAKE__id00365,id00365,1,train,0.6578541398048401
FAKE__id00366,id00366,1,train,0.6610354781150818
FAKE__id00373,id00373,1,train,0.6441718339920044
FAKE__id00379,id00379,1,train,0.6266447901725769
FAKE__id00381,id00381,1,train,0.6467028856277466
FAKE__id00383,id00383,1,train,0.6725377440452576
FAKE__id00385,id00385,1,train,0.6492594480514526
FAKE__id00391,id00391,1,train,0.6498764753341675
FAKE__id00398,id00398,1,train,0.6469394564628601
