unique_id,label_int,label_name,path
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00076,1,FAKE,./processed_audio/FAKE/id00076/audio.wav
FAKE__id00166,1,FAKE,./processed_audio/FAKE/id00166/audio.wav
FAKE__id00166,1,FAKE,./processed_audio/FAKE/id00166/audio.wav
FAKE__id00166,1,FAKE,./processed_audio/FAKE/id00166/audio.wav
FAKE__id00166,1,FAKE,./processed_audio/FAKE/id00166/audio.wav
